"الرابط","نوع المحتوى","كود الحالة","الحالة","قابلية الأرشفة","حالة الأرشفة","العنوان ١","طول العنوان ١","عرض العنوان ١ بيكسل","Meta Description ١","طول Meta Description ١","عرض Meta Description ١ بيكسل","Meta Keywords ١","طول Meta Keywords ١","H1-١","طول H1-١","H2-١","طول H2-١","H2-٢","طول H2-٢","Meta Robots ١","X-Robots-Tag ١","Meta Refresh ١","Canonical Link Element ١","rel=""next"" ١","rel=""prev"" ١","HTTP rel=""next"" ١","HTTP rel=""prev"" ١","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","التصنيف الكربوني","عدد الكلمات","عدد الجمل","متوسط عدد كلمات الجملة","درجة السهولة في القراية","سهولة القراية","نسبة النص","عمق الزحف","عمق الفولدر","تقييم اللينك","روابط داخله","روابط داخله فريدة","روابط داخله JS فريدة","% من الكل","روابط خارجة","روابط خارجة فريدة","روابط خارجة فريدة","روابط JS خارجة فريدة","روابط JS خارجة فريدة","روابط خارجية","أقرب حاجة شبه مكرر","عدد شبه المكرر","أخطاء إملائية","أخطاء نحوية","Hash","وقت الاستجابة","آخر تعديل","رابط التحويل","نوع التحويل","الكوكيز","Language","إصدار HTTP","Mobile Alternate Link","أقرب عنوان شبه في المعنى","تقييم التشابه في المعنى","عدد اللي شبه في المعنى","تقييم الارتباط الدلالي","الرابط المشفر","وقت الزحف"
"https://dnmeg.com/cdn/shop/files/brown-front_ba1edbb2-9237-47ea-8968-a8b1d961ffda.png?v=1733088997&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","180461","180461","180461","٦٩٫١٣١","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٦٠٩","Wed, 11 Mar 2026 12:11:52 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/brown-front_ba1edbb2-9237-47ea-8968-a8b1d961ffda.png?v=1733088997&width=533","2026-03-11 14:11:51"
"https://dnmeg.com/cdn/shop/t/7/assets/facets.js?v=42798985796066624181732668148","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","2","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫١٧٣","Wed, 18 Feb 2026 14:55:08 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/facets.js?v=42798985796066624181732668148","2026-03-11 14:11:53"
"https://dnmeg.com/cdn/shop/files/dnm-beanie.png?v=1703474614&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","85950","85950","85950","٣٢٫٩٢٦","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٠٩٤","Wed, 11 Mar 2026 12:11:53 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/dnm-beanie.png?v=1703474614&width=533","2026-03-11 14:11:52"
"https://dnmeg.com/cdn/shop/files/purple-white-face.png?v=1717344916&width=1445","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1341868","1341868","1341868","٥١٤٫٠٤٤","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٢٫١٧٢","Wed, 11 Mar 2026 12:11:53 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/purple-white-face.png?v=1717344916&width=1445","2026-03-11 14:11:51"
"https://dnmeg.com/products/zip-up-1-5","text/html; charset=utf-8","200","OK","قابل للفهرسة","","ZIP-UP 1.5
 – DNM.EG","20","191","FW25 Drop 4.0: Exclusive Club Zip-Ups Experience ultimate comfort and style with our FW25 Drop 4.0 zip-up hoodies. Perfectly blending streetwear aesthetics with premium materials, this collection features versatile pieces designed for every season.","248","1548","","0","ZIP-UP 1.5","10","Item added to your cart","23","ZIP-UP 1.5","10","","","","https://dnmeg.com/products/zip-up-1-5","","","","","","180104","39288","39288","١٥٫٠٥٠","","290","73","٣٫٩٧٣","٧٦٫٧٧٨","سهل شوية","١٫٠٦١","2","1","","6","2","0","٦٫٢٥٠","27","13","2","0","0","3","","","","","a15d0532f7401b127625bf188b15a477","٠٫٨٣٦","","","","","en","1.1","","","","","","https://dnmeg.com/products/zip-up-1-5","2026-03-11 14:11:52"
"https://dnmeg.com/cdn/shop/files/custom_resized_ef6a0e31-7c9f-48e7-b0a8-011b3c9c5ac1.png?v=1696831119&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","130654","130654","130654","٥٠٫٠٥١","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٧١٠","Mon, 09 Mar 2026 08:53:05 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/custom_resized_ef6a0e31-7c9f-48e7-b0a8-011b3c9c5ac1.png?v=1696831119&width=533","2026-03-11 14:11:53"
"https://dnmeg.com/cdn/shop/files/grey_ftont-s_949573b1-730b-4283-ab3b-9d3388775c28.png?v=1733075122&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","212675","212675","212675","٨١٫٤٧٢","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٤٥","Sat, 17 Jan 2026 17:19:20 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/grey_ftont-s_949573b1-730b-4283-ab3b-9d3388775c28.png?v=1733075122&width=533","2026-03-11 14:11:53"
"https://dnmeg.com/cdn/shop/files/vintagefromt-web.png?v=1701342936&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","493437","493437","493437","١٨٩٫٠٢٦","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٦٤٦","Wed, 04 Mar 2026 08:02:15 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/vintagefromt-web.png?v=1701342936&width=533","2026-03-11 14:11:53"
"https://dnmeg.com/cdn/shop/files/Artboard1_13f8eb19-b5c8-465f-9e97-97274fbc9122.png?v=1715271669&width=1946","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7255296","7255296","7255296","٢٧٧٩٫٣٦٦","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٥٨٣","Fri, 06 Mar 2026 00:08:52 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/Artboard1_13f8eb19-b5c8-465f-9e97-97274fbc9122.png?v=1715271669&width=1946","2026-03-11 14:11:53"
"https://dnmeg.com/products/socks-1-1-pack-of-3","text/html; charset=utf-8","200","OK","قابل للفهرسة","","SOCKS 1.1 (PACK OF 3)
 – DNM.EG","31","310","FW25 Drop 4.0: Exclusive Club Socks Experience ultimate comfort and style with our FW25 Drop 4.0 socks. Perfectly blending streetwear aesthetics with premium materials, this collection features versatile pieces designed for every season.","237","1483","","0","SOCKS 1.1 (PACK OF 3)","21","Item added to your cart","23","SOCKS 1.1 (PACK OF 3)","21","","","","https://dnmeg.com/products/socks-1-1-pack-of-3","","","","","","157092","37294","37294","١٤٫٢٨٧","","261","68","٣٫٨٣٨","٨٥٫٢٧٧","سهل","١٫١٠٦","2","1","","8","3","0","٩٫٣٨٠","27","13","2","0","0","3","","","","","d1177fa4bc71bc1a9adb015c0aa6e915","٠٫٥٧٠","","","","","en","1.1","","","","","","https://dnmeg.com/products/socks-1-1-pack-of-3","2026-03-11 14:11:54"
"https://dnmeg.com/cdn/shop/files/FullSizeRender.jpg?v=1755178948&width=533","image/jpeg","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","36228","36228","36228","١٣٫٨٧٨","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٠٨١","Fri, 06 Mar 2026 00:26:16 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/FullSizeRender.jpg?v=1755178948&width=533","2026-03-11 14:11:54"
"https://dnmeg.com/products/jeans-1-2","text/html; charset=utf-8","200","OK","قابل للفهرسة","","JEANS 1.2
 – DNM.EG","19","192","","0","0","","0","JEANS 1.2","9","Item added to your cart","23","JEANS 1.2","9","","","","https://dnmeg.com/products/jeans-1-2","","","","","","176457","39004","39004","١٤٫٩٤٢","","263","65","٤٫٠٤٦","٧٨٫٥٦٢","سهل شوية","٠٫٩٧٧","2","1","","8","3","0","٩٫٣٨٠","27","13","2","0","0","3","","","","","bab306598d410fdb156ea71acb103491","٠٫٥٢١","","","","","en","1.1","","","","","","https://dnmeg.com/products/jeans-1-2","2026-03-11 14:11:54"
"https://dnmeg.com/products/socks-1-0","text/html; charset=utf-8","200","OK","قابل للفهرسة","","SOCKS 1.0
 – DNM.EG","19","194","FW25 Drop 4.0: Exclusive Club Socks Experience ultimate comfort and style with our FW25 Drop 4.0 socks. Perfectly blending streetwear aesthetics with premium materials, this collection features versatile pieces designed for every season.","237","1483","","0","SOCKS 1.0","9","Item added to your cart","23","SOCKS 1.0","9","","","","https://dnmeg.com/products/socks-1-0","","","","","","155707","37157","37157","١٤٫٢٣٤","","249","67","٣٫٧١٦","٨٢٫٤٤٨","سهل","١٫٠٨٤","2","1","","8","3","0","٩٫٣٨٠","27","13","2","0","0","3","","","","","a9b2112283d6eb52d5513fd9a6e19f12","٠٫٤٣٦","","","","","en","1.1","","","","","","https://dnmeg.com/products/socks-1-0","2026-03-11 14:11:54"
"https://dnmeg.com/products/socks-1-1","text/html; charset=utf-8","200","OK","قابل للفهرسة","","SOCKS 1.1
 – DNM.EG","19","194","FW25 Drop 4.0: Exclusive Club Socks Experience ultimate comfort and style with our FW25 Drop 4.0 socks. Perfectly blending streetwear aesthetics with premium materials, this collection features versatile pieces designed for every season.","237","1483","","0","SOCKS 1.1","9","Item added to your cart","23","SOCKS 1.1","9","","","","https://dnmeg.com/products/socks-1-1","","","","","","155739","37103","37103","١٤٫٢١٣","","249","67","٣٫٧١٦","٨٢٫٤٤٨","سهل","١٫٠٨٣","2","1","","8","3","0","٩٫٣٨٠","27","13","2","0","0","3","","","","","9c27a88e67dc96293516dccffbd7cf7b","٠٫٣٩٢","","","","","en","1.1","","","","","","https://dnmeg.com/products/socks-1-1","2026-03-11 14:11:54"
"https://dnmeg.com/products/jeans-1-6","text/html; charset=utf-8","200","OK","قابل للفهرسة","","JEANS 1.6
 – DNM.EG","19","192","INTRODUCING OUR PREMIUM JEANS—A PERFECT COMBINATION OF STYLE, COMFORT, AND QUALITY. CRAFTED WITH CARE, THESE JEANS FEATURE SUPERIOR DENIM FABRIC, EXQUISITE EMBROIDERY, AND A RELAXED BAGGY FIT. ELEVATE YOUR WARDROBE WITH OUR STANDOUT JEANS THAT OFFER DURABILITY, STUNNING DETAILS, AND A TRENDY LOOK. Models are wearing si","320","2422","","0","JEANS 1.6","9","Item added to your cart","23","JEANS 1.6","9","","","","https://dnmeg.com/products/jeans-1-6","","","","","","174110","39293","39293","١٥٫٠٥٢","","306","72","٤٫٢٥٠","٧١٫٤٧٤","سهل شوية","١٫١٩٠","2","1","","6","2","0","٦٫٢٥٠","27","13","2","0","0","3","","","","","4f6451d536d60081d3868bb9e53e17a7","٠٫٢٥٦","","","","","en","1.1","","","","","","https://dnmeg.com/products/jeans-1-6","2026-03-11 14:11:55"
"https://dnmeg.com/cdn/shop/files/grey_front_905a9188-8020-4967-b7bb-cabdb06c1e4d.png?v=1733088967&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","130330","130330","130330","٤٩٫٩٢٧","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫١٦٨","Mon, 09 Mar 2026 21:47:26 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/grey_front_905a9188-8020-4967-b7bb-cabdb06c1e4d.png?v=1733088967&width=533","2026-03-11 14:11:55"
"https://dnmeg.com/cdn/shop/files/Artboard2.png?v=1715271670&width=1946","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7916066","7916066","7916066","٣٠٣٢٫٤٩٤","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٢٫٣٩٤","Wed, 11 Mar 2026 12:11:55 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/Artboard2.png?v=1715271670&width=1946","2026-03-11 14:11:53"
"https://dnmeg.com/cdn/shop/t/7/assets/media-gallery.js?v=53998976194532824491732668149","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","2","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٠٧٥","Tue, 10 Mar 2026 13:29:50 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/media-gallery.js?v=53998976194532824491732668149","2026-03-11 14:11:55"
"https://dnmeg.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css","text/css","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","2","4","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٣٤","Wed, 11 Mar 2026 12:01:24 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css","2026-03-11 14:11:56"
"https://dnmeg.com/cdn/shop/files/21-front.png?v=1717348025&width=1445","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1197601","1197601","1197601","٤٥٨٫٧٧٨","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٢٫٢٥٤","Wed, 11 Mar 2026 12:11:56 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/21-front.png?v=1717348025&width=1445","2026-03-11 14:11:54"
"https://dnmeg.com/cdn/shop/files/tee-back-p.png?v=1717345743&width=1445","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1119173","1119173","1119173","٤٢٨٫٧٣٤","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٧٣٧","Wed, 11 Mar 2026 12:11:56 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/tee-back-p.png?v=1717345743&width=1445","2026-03-11 14:11:55"
"https://dnmeg.com/cdn/shop/t/7/assets/show-more.js?v=135784227224860024771732668150","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","2","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٥١٠","Mon, 09 Mar 2026 02:15:07 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/show-more.js?v=135784227224860024771732668150","2026-03-11 14:11:56"
"https://dnmeg.com/cdn/shop/files/green-front_eb52aec5-c932-41f5-af02-e7bcb2c8ed88.png?v=1733077198&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","179344","179344","179344","٦٨٫٧٠٣","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٣٦٧","Wed, 11 Mar 2026 12:11:57 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/green-front_eb52aec5-c932-41f5-af02-e7bcb2c8ed88.png?v=1733077198&width=533","2026-03-11 14:11:56"
"https://dnmeg.com/cdn/shop/files/FullSizeRender_a0c0803a-8957-4095-aefa-2deacb5c7c56.jpg?v=1755178985&width=533","image/jpeg","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","30331","30331","30331","١١٫٦١٩","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٦٠٥","Thu, 05 Mar 2026 00:39:44 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/FullSizeRender_a0c0803a-8957-4095-aefa-2deacb5c7c56.jpg?v=1755178985&width=533","2026-03-11 14:11:56"
"https://dnmeg.com/cdn/shop/t/7/assets/product-modal.js?v=116616134454508949461732668149","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","2","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٥٤٧","Thu, 11 Sep 2025 07:31:17 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/product-modal.js?v=116616134454508949461732668149","2026-03-11 14:11:57"
"https://dnmeg.com/products/cap-1-2","text/html; charset=utf-8","200","OK","قابل للفهرسة","","Cap 1.0
 – DNM.EG","17","165","","0","0","","0","Cap 1.0","7","Item added to your cart","23","Cap 1.0","7","","","","https://dnmeg.com/products/cap-1-2","","","","","","161982","38082","38082","١٤٫٥٨٨","","233","62","٣٫٧٥٨","٨١٫٣٨٥","سهل","٠٫٩٦٣","2","1","","6","2","0","٦٫٢٥٠","27","13","2","0","0","3","","","","","be8fae70b5790f9b338bb9ebd6f8325","٠٫٦٧١","","","","","en","1.1","","","","","","https://dnmeg.com/products/cap-1-2","2026-03-11 14:11:57"
"https://dnmeg.com/cdn/shop/files/black-socks.png?v=1733161699&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","182537","182537","182537","٦٩٫٩٢٦","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٢٠","Sun, 09 Nov 2025 13:45:33 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/black-socks.png?v=1733161699&width=533","2026-03-11 14:11:58"
"https://dnmeg.com/products/sleeveless-1-1","text/html; charset=utf-8","200","OK","قابل للفهرسة","","SLEEVELESS 1.1
 – DNM.EG","24","245","A premium sleeveless t-shirt made from soft, high-quality fabric with bold, durable prints. Designed for all-day comfort and a fresh, effortless look.","150","899","","0","SLEEVELESS 1.1","14","Item added to your cart","23","SLEEVELESS 1.1","14","","","","https://dnmeg.com/products/sleeveless-1-1","","","","","","169981","38446","38446","١٤٫٧٢٨","","270","68","٣٫٩٧١","٧٨٫٧٢٥","سهل شوية","١٫٠٥٧","2","1","","6","2","0","٦٫٢٥٠","27","13","2","0","0","3","","","","","d4ea62325ed4bfdc56c0e078e35e04b7","٠٫٢٧٢","","","","","en","1.1","","","","","","https://dnmeg.com/products/sleeveless-1-1","2026-03-11 14:11:58"
"https://dnmeg.com/products/sleeveless-1-0","text/html; charset=utf-8","200","OK","قابل للفهرسة","","SLEEVELESS 1.0
 – DNM.EG","24","245","A premium sleeveless t-shirt made from soft, high-quality fabric with bold, durable prints. Designed for all-day comfort and a fresh, effortless look.","150","899","","0","SLEEVELESS 1.0","14","Item added to your cart","23","SLEEVELESS 1.0","14","","","","https://dnmeg.com/products/sleeveless-1-0","","","","","","169019","38461","38461","١٤٫٧٣٤","","270","68","٣٫٩٧١","٧٨٫٧٢٥","سهل شوية","١٫٠٦٣","2","1","","6","2","0","٦٫٢٥٠","27","13","2","0","0","3","","","","","590224cce7f91a12688a0b1a99812aa8","٠٫٤٦٨","","","","","en","1.1","","","","","","https://dnmeg.com/products/sleeveless-1-0","2026-03-11 14:11:57"
"https://dnmeg.com/cdn/shop/files/21-back.png?v=1717348025&width=1445","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","942232","942232","942232","٣٦٠٫٩٥١","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٩٥٩","Wed, 11 Mar 2026 12:11:58 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/21-back.png?v=1717348025&width=1445","2026-03-11 14:11:56"
"https://dnmeg.com/cdn/shop/t/7/assets/product-info.js?v=149160427226008204701732668149","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","2","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫١٣٢","Tue, 10 Mar 2026 01:31:16 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/product-info.js?v=149160427226008204701732668149","2026-03-11 14:11:58"
"https://dnmeg.com/cdn/shop/files/BLACK_FRONT_1.1.png?v=1755189562&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","179822","179822","179822","٦٨٫٨٨٦","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫١٠٤","Tue, 10 Mar 2026 18:22:33 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/BLACK_FRONT_1.1.png?v=1755189562&width=533","2026-03-11 14:11:58"
"https://dnmeg.com/cdn/shop/files/white.png?v=1733163359&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","71095","71095","71095","٢٧٫٢٣٥","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٣٥٣","Sun, 08 Mar 2026 23:14:39 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/white.png?v=1733163359&width=533","2026-03-11 14:11:58"
"https://dnmeg.com/cdn/shop/files/C9F38C96-5250-4F9A-BD06-5C15862D5772.jpg?v=1755202281&width=1946","image/jpeg","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","190566","190566","190566","٧٣٫٠٠٢","","0","","","","","٠٫٠٠٠","3","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٣٨٠","Mon, 09 Mar 2026 23:28:26 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/C9F38C96-5250-4F9A-BD06-5C15862D5772.jpg?v=1755202281&width=1946","2026-03-11 14:11:58"
"https://dnmeg.com/products/perfect-baggy-jeans-black","text/html; charset=utf-8","200","OK","قابل للفهرسة","","PERFECT BAGGY JEANS (BLACK)
 – DNM.EG","37","398","BLACK BAGGY JEANS STONE WASHED MODEL 185CM AND 71KG WEARING SIZE 38","67","531","","0","PERFECT BAGGY JEANS (BLACK)","27","Item added to your cart","23","PERFECT BAGGY JEANS (BLACK)","27","","","","https://dnmeg.com/products/perfect-baggy-jeans-black","","","","","","217575","41506","41506","١٥٫٩٠٠","","331","73","٤٫٥٣٤","٧٩٫٠٣٩","سهل شوية","٠٫٩٤٠","2","1","","10","4","0","١٢٫٥٠٠","27","13","2","0","0","3","","","","","917c2a8f5c1d6712648d715428b8ed4","٠٫٦٨٩","","","","","en","1.1","","","","","","https://dnmeg.com/products/perfect-baggy-jeans-black","2026-03-11 14:11:58"
"https://dnmeg.com/cdn/shop/files/purple-white-face.png?v=1717344916&width=1946","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2435735","2435735","2435735","٩٣٣٫٠٨٤","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٢٫٠٨٥","Wed, 11 Mar 2026 12:11:59 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/purple-white-face.png?v=1717344916&width=1946","2026-03-11 14:11:57"
"https://dnmeg.com/cdn/shop/files/45CEFB9D-3BB4-442A-B652-CCEDB95BA166.jpg?v=1733066642&width=1445","image/jpeg","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","431416","431416","431416","١٦٥٫٢٦٧","","0","","","","","٠٫٠٠٠","3","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٣٢٤","Wed, 11 Mar 2026 12:11:59 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/45CEFB9D-3BB4-442A-B652-CCEDB95BA166.jpg?v=1733066642&width=1445","2026-03-11 14:11:58"
"https://dnmeg.com/cdn/shop/files/front_black_jeanss-l.png?v=1733075169&width=1946","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2658730","2658730","2658730","١٠١٨٫٥٠٩","","0","","","","","٠٫٠٠٠","3","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٢٠","Wed, 11 Mar 2026 07:02:45 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/front_black_jeanss-l.png?v=1733075169&width=1946","2026-03-11 14:11:59"
"https://dnmeg.com/cdn/shop/files/9FC5B8B6-508B-4D88-80CD-F15FC0F433B2.jpg?v=1733066642&width=1946","image/jpeg","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","845955","845955","845955","٣٢٤٫٠٦٩","","0","","","","","٠٫٠٠٠","3","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٤٣","Wed, 11 Mar 2026 04:23:25 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/9FC5B8B6-508B-4D88-80CD-F15FC0F433B2.jpg?v=1733066642&width=1946","2026-03-11 14:12:00"
"https://dnmeg.com/cdn/shop/files/E6BCED7C-33F0-4C2C-85A1-81CCB4C50F62.jpg?v=1733065839&width=1946","image/jpeg","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","856424","856424","856424","٣٢٨٫٠٨٠","","0","","","","","٠٫٠٠٠","3","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٨٢٤","Wed, 11 Mar 2026 12:11:59 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/E6BCED7C-33F0-4C2C-85A1-81CCB4C50F62.jpg?v=1733065839&width=1946","2026-03-11 14:11:58"
